Št.	Beseda 1	Beseda 2	Ali sta besedi protipomenki? [MŠ1]	Ali sta besedi protipomenki? [MJ]	Ali sta besedi protipomenki? [MŠ2]	Ali sta besedi sopomenki? [MS]	Ali sta besedi protipomenki? [TM]	Ali sta besedi protipomenki? [TVK]	SKUPAJ	ENOTNOST	Glavni problem	Morebitni dodatni problem	
2504	uspešnost	neuspešnost	d	d	d	d	d	d	dddddd	je protipomenka			
2505	uspešnost	jalovost	d	n	d	d	g	d	dnddgd		kontekst		
2506	uspešnost	neučinkovitost	d	g	d	g	g	d	dgdggd		kontekst		
2507	ustaven	brezustaven	d	n	n	g	d	d	dnngdd		kontekst		
2508	ustaven	neustaven	d	d	d	d	d	d	dddddd	je protipomenka			
2509	ustaven	protiustaven	d	d	d	d	d	d	dddddd	je protipomenka			
2510	ustavno	protiustavno	d	d	d	d	d	d	dddddd	je protipomenka			
2511	ustoličiti	detronizirati	g	g	g	g	d	d	ggggdd		prevzeto		
2512	ustrezati	variirati	g	n	n	g	g	g	gnnggg		prevzeto	kontekst	
2513	ustrezno	neustrezno	d	d	d	d	d	d	dddddd	je protipomenka			
2514	ustreznost	napačnost	d	d	d	g	d	d	dddgdd		kontekst		
2515	ustreznost	zgrešenost	d	d	d	d	g	d	ddddgd		kontekst		
2516	ustreznost	neustreznost	d	d	d	d	d	d	dddddd	je protipomenka			
2517	utemeljen	neutemeljen	d	d	d	d	d	d	dddddd	je protipomenka			
2518	utemeljeno	neutemeljeno	d	d	d	d	d	d	dddddd	je protipomenka			
2519	utež	protiutež	d	g	n	d	d	d	dgnddd		kontekst		
2520	utrujen	spočit	d	d	d	d	d	d	dddddd	je protipomenka			
2521	uvažati	izvažati	d	d	d	d	d	d	dddddd	je protipomenka			
2522	uveljaviti	abolirati	d	g	g	g	d	d	dgggdd		prevzeto		
2523	uveljaviti	odpraviti	d	d	d	d	d	d	dddddd	je protipomenka			
2524	uveljaviti	razveljaviti	d	d	n	d	d	d	ddnddd		kontekst		
2525	uveljaviti	ukiniti	d	d	d	d	d	d	dddddd	je protipomenka			
2526	uveljaviti	črtati	g	n	n	g	d	d	gnngdd		kontekst		
2527	uvoziti	izvoziti	d	d	d	d	d	d	dddddd	je protipomenka			
2528	užiten	neužiten	d	d	d	d	d	d	dddddd	je protipomenka			
2529	varčevati	trošiti	d	d	n	d	d	d	ddnddd		kontekst		
2530	varčevati	zafračkati	g	n	n	g	d	d	gnngdd		zaz		
2531	varčevati	zapraviti	d	n	n	g	d	d	dnngdd		nedov		
2532	varen	nevaren	d	d	d	d	d	d	dddddd	je protipomenka			
2533	varen	vratolomen	d	n	n	g	d	d	dnngdd		kontekst		
2534	varnejši	nevarnejši	d	g	d	d	d	d	dgdddd		lema		
2535	varno	nevarno	d	d	d	d	d	d	dddddd	je protipomenka			
2536	varnost	nevarnost	d	d	d	d	d	d	dddddd	je protipomenka			
2537	varnost	nezaščitenost	d	n	n	g	d	d	dnngdd		kontekst		
2538	več	manj	d	d	d	d	d	d	dddddd	je protipomenka			
2539	vede	nevede	d	d	d	d	d	d	dddddd	je protipomenka			
2540	vedno	nikdar	d	d	d	d	d	d	dddddd	je protipomenka			
2541	vedno	nikoli	d	d	d	d	d	d	dddddd	je protipomenka			
2542	vednost	nevednost	d	d	d	d	d	d	dddddd	je protipomenka			
2543	velik	majhen	d	d	d	d	d	d	dddddd	je protipomenka			
2544	velik	nizek	d	d	g	n	g	d	ddgngd		zaz		
2545	velik	mali	d	d	n	g	d	d	ddngdd		nedol		
2546	velik	minimalen	d	n	n	n	g	d	dnnngd		prevzeto	stop	
2547	velik	najmanjši	d	n	n	n	d	n	dnnndn		lema	stop	
2548	velikokrat	izjemoma	d	d	d	d	d	d	dddddd	je protipomenka			
2549	velikokrat	malokdaj	d	d	d	d	d	d	dddddd	je protipomenka			
2550	velikokrat	poredko	d	d	d	d	d	d	dddddd	je protipomenka			
2551	veljaven	neveljaven	d	d	d	d	d	d	dddddd	je protipomenka			
2552	veljavna	neveljavna	d	d	d	g	d	d	dddgdd		lema		
2553	verbalno	neverbalno	d	d	d	d	d	d	dddddd	je protipomenka			
2554	verjeten	neverjeten	d	d	d	d	g	d	ddddgd		kontekst		
2555	verjeti	dvomiti	d	d	d	d	d	d	dddddd	je protipomenka			
2556	verjetno	neverjetno	d	d	d	d	d	d	dddddd	je protipomenka			
2557	verjetnost	neverjetnost	d	d	n	d	g	d	ddndgd		kontekst		
2558	verodostojnost	nezanesljivost	d	d	n	d	d	d	ddnddd		kontekst		
2559	verski	brezbožen	d	n	n	g	d	d	dnngdd		kontekst		
2560	veseliti	dolgočasiti	d	d	n	n	g	g	ddnngg		kontekst	povrat	
2561	veselje	bol	d	n	d	g	d	g	dndgdg		kontekst		
2562	veselje	bolečina	d	n	n	n	d	g	dnnndg		kontekst		
2563	veselje	žalost	d	d	d	d	d	d	dddddd	je protipomenka			
2564	veselje	potrtost	d	d	d	d	d	d	dddddd	je protipomenka			
2565	viden	neviden	d	d	d	d	d	d	dddddd	je protipomenka			
2566	vidljivost	neopaznost	d	n	n	n	d	d	dnnndd		kontekst		
2567	vidljivost	nevidnost	d	n	n	g	d	d	dnngdd		kontekst		
2568	vidno	nevidno	d	d	d	d	d	d	dddddd	je protipomenka			
2569	visok	nizek	d	d	d	d	d	d	dddddd	je protipomenka			
2570	visok	mali	d	d	n	n	g	d	ddnngd		nedol	kontekst	
2571	visok	minimalen	d	n	n	n	g	g	dnnngg		prevzeto	kontekst, stop	
2572	visok	najmanjši	n	n	n	n	n	n	nnnnnn	ni protipomenka			ni protipomenka
2573	vključenost	izločenost	d	d	d	d	d	d	dddddd	je protipomenka			
2574	vključenost	izobčenost	d	n	d	d	d	d	dndddd		zaz		
2575	vključiti	razpadati	n	n	n	n	g	g	nnnngg		nedov	kontekst	
2576	vključiti	razpasti	n	n	n	n	g	g	nnnngg		kontekst		
2577	vključiti	izklopiti	d	d	d	d	d	d	dddddd	je protipomenka			
2578	vključiti	ugasniti	n	d	d	g	d	d	nddgdd		zaz		
2579	vkrcati	izkrcavati	n	d	n	g	g	d	ndnggd		nedov		
2580	vladna	nevladna	d	d	d	g	d	d	dddgdd		lema		
2581	vleči	porivati	d	d	n	g	d	d	ddngdd		kontekst		
2582	vleči	drveti	g	n	d	d	g	g	gnddgg		povrat		
2583	vleči	hiteti	g	n	d	d	g	g	gnddgg		povrat		
2584	vleči	podvizati	g	n	d	g	g	g	gndggg		povrat		
2585	vleči	pohiteti	g	n	d	g	g	g	gndggg		povrat	nedov	
2586	vleči	vreči	d	n	n	g	g	g	dnnggg		kontekst		
2587	vljudnost	neolikanost	d	d	d	d	d	d	dddddd	je protipomenka			
2588	vljudnost	nevljudnost	d	d	d	d	d	d	dddddd	je protipomenka			
2589	vneti	pogasiti	d	d	d	d	d	d	dddddd	je protipomenka			
2590	kontekst	privrženec	d	n	d	g	g	d	dndggd		tranz	tranz	
2591	vodljiv	svojeglav	d	d	d	d	d	d	dddddd	je protipomenka			
2592	vojaški	civilen	d	d	d	d	d	d	dddddd	je protipomenka			
2593	vojaški	nevojaški	d	g	g	d	d	d	dggddd		ne		
2594	vpreči	izpreči	d	d	d	d	d	d	dddddd	je protipomenka			
2595	vpreči	razpreči	d	d	n	g	d	d	ddngdd		zaz		
2596	vrednost	ničvrednost	d	g	n	d	d	d	dgnddd		kontekst		
2597	vrednost	šibkost	d	n	n	n	g	g	dnnngg		kontekst		
2598	vrednost	slabost	d	n	n	g	g	g	dnnggg		kontekst		
2599	vrednosti	protivrednosti	d	n	g	d	g	g	dngdgg		lema		
2600	vrh	vznožje	d	d	d	g	d	d	dddgdd		kontekst		
2601	vrlina	šibkost	d	d	d	d	d	d	dddddd	je protipomenka			
2602	vrlina	slabost	d	d	d	g	d	d	dddgdd		kontekst		
2603	vroč	hladen	d	d	d	g	d	d	dddgdd		kontekst		
2604	vroč	mrzel	d	d	d	d	d	d	dddddd	je protipomenka			
2605	vročina	mraz	d	d	d	d	d	d	dddddd	je protipomenka			
2606	vročina	hladnost	d	d	g	g	d	d	ddggdd		stop		
2607	vsakdanje	nenavadno	d	d	d	d	g	d	ddddgd		kontekst		
2608	všečen	nevšečen	d	d	d	d	d	d	dddddd	je protipomenka			
2609	vsiljivo	nevsiljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2610	vstati	vsesti	d	d	d	g	g	g	dddggg		zatipk		
2611	vstati	sesti	d	d	d	d	d	d	dddddd	je protipomenka			
2612	vstati	uleči	d	d	d	d	g	g	ddddgg		povrat		
2613	vzdržno	nevzdržno	d	d	d	d	d	d	dddddd	je protipomenka			
2614	vzeti	dajati	n	n	n	g	d	d	nnngdd		nedov		
2615	vzeti	dati	d	d	d	d	d	d	dddddd	je protipomenka			
2616	vzeti	nakloniti	d	g	n	g	g	d	dgnggd		kontekst		
2617	vzhod	zahod	d	d	d	d	d	d	dddddd	je protipomenka			
2618	vziti	zaiti	d	d	d	d	d	d	dddddd	je protipomenka			
2619	vzpon	spust	d	d	d	d	d	d	dddddd	je protipomenka			
2620	vzpon	klanec	n	n	n	n	n	d	nnnnnd		kvazi		
2621	vzpon	vzpon	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2622	vzporeden	pravokoten	d	n	d	d	d	d	dndddd		kvazi		
2623	vzporeden	poševen	d	n	n	g	g	d	dnnggd		kvazi		
2624	začasno	trajno	d	d	d	d	d	d	dddddd	je protipomenka			
2625	začetek	konec	d	d	d	d	d	d	dddddd	je protipomenka			
2626	začeti	dokončati	d	d	d	d	d	d	dddddd	je protipomenka			
2627	začeti	končati	d	d	d	d	d	d	dddddd	je protipomenka			
2628	začeti	skončati	d	g	g	g	d	d	dgggdd		zaz		
2629	začeti	odnehati	d	d	d	d	d	d	dddddd	je protipomenka			
2630	začeti	prenehati	d	d	d	d	d	d	dddddd	je protipomenka			
2631	zadaj	spredaj	d	d	d	d	d	d	dddddd	je protipomenka			
2632	zadeti	zgrešiti	d	d	d	d	d	d	dddddd	je protipomenka			
2633	zadosten	nezadosten	d	d	d	d	d	d	dddddd	je protipomenka			
2634	zadosten	boren	d	n	n	g	g	d	dnnggd		stop	zaz	
2635	zadosten	mršav	n	n	n	g	g	d	nnnggd		kontekst	zaz	
2636	zadosten	reven	g	n	n	g	g	d	gnnggd		stop		
2637	zadosten	skop	d	n	n	g	g	d	dnnggd		stop		
2638	zadosten	defekten	g	n	n	g	g	d	gnnggd		prevzeto	stop	
2639	zadosten	insuficienten	g	g	n	g	d	d	ggngdd		prevzeto		
2640	zadosten	nedovoljen	g	g	n	g	n	g	ggngng		več		
2641	zadosten	pomanjkljiv	d	d	n	d	d	d	ddnddd		stop		
2642	zadosten	zadosten	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2643	zadostno	nezadostno	d	d	d	d	d	d	dddddd	je protipomenka			
2644	zadovoljen	nezadovoljen	d	d	d	d	d	d	dddddd	je protipomenka			
2645	zadovoljiv	nezadovoljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2646	zadovoljiv	reven	n	n	n	n	g	d	nnnngd		kontekst		
2647	zadovoljiv	skop	n	n	n	n	d	d	nnnndd		stop		
2648	zadovoljiv	pomanjkljiv	d	g	n	d	d	d	dgnddd		stop		
2649	zadovoljiv	zadosten	n	n	n	n	n	n	nnnnnn	ni protipomenka			
2650	zadovoljivo	nezadovoljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2651	zadovoljna	nezadovoljna	d	d	d	g	d	d	dddgdd		lema		
2652	zadovoljnost	nezadovoljstvo	d	d	d	g	d	d	dddgdd		tvorjeno		
2653	zadovoljstvo	nezadovoljstvo	d	d	d	d	d	d	dddddd	je protipomenka			
2654	zadovoljstvo	bolečina	d	n	n	g	g	g	dnnggg		kontekst		
2655	zadovoljstvo	potrtost	d	g	d	d	g	g	dgddgg		tvorjeno		
2656	zadržati	priganjati	d	n	g	g	g	d	dngggd		kontekst		
2657	zadržati	pohiteti	g	n	n	d	g	d	gnndgd		kontekst		
2658	zadržati	vreči	d	n	n	g	g	d	dnnggd		kontekst		
2659	zahod	svit	d	g	n	d	d	d	dgnddd		večpom		
2660	zahod	zor	d	g	n	d	d	d	dgnddd		zaz		
2661	zahod	zora	d	g	d	d	d	d	dgdddd		večpom		
2662	zahod	zarja	d	g	n	d	g	d	dgndgd		večpom		
2663	zahtevno	nezahtevno	d	d	d	d	d	d	dddddd	je protipomenka			
2664	zainteresiranost	nezainteresiranost	d	d	d	d	d	d	dddddd	je protipomenka			
2665	zakleniti	odkleniti	d	d	d	d	d	d	dddddd	je protipomenka			
2666	zakleniti	odpreti	d	g	n	g	d	g	dgngdg		kontekst	tranz	
2667	zaključek	začetek	d	d	d	d	d	d	dddddd	je protipomenka			
2668	zakonit	nezakonit	d	d	d	d	d	d	dddddd	je protipomenka			
2669	zakonit	protizakonit	d	d	d	d	d	d	dddddd	je protipomenka			
2670	zakonit	nepostaven	n	g	n	g	d	d	ngngdd		zaz		
2671	zakonitem	nezakonitem	d	d	d	d	d	g	dddddg		lema		
2672	zakonito	nezakonito	d	d	d	d	d	d	dddddd	je protipomenka			
2673	zakonitost	nelegalnost	d	d	g	g	d	d	ddggdd		prevzeto		
2674	zakonitost	nepostavnost	n	g	n	g	d	d	ngngdd		zaz		
2675	zakonitost	nezakonitost	d	d	d	d	d	d	dddddd	je protipomenka			
2676	zakonitost	protipravnost	d	d	n	g	d	d	ddngdd		kontekst		
2677	zakonitost	protizakonitost	d	d	d	d	d	d	dddddd	je protipomenka			
2678	zakonski	nezakonski	d	d	d	d	d	d	dddddd	je protipomenka			
2679	zakriti	razgaliti	d	d	n	d	d	d	ddnddd		kontekst		
2680	zakrknjen	skrušen	n	n	g	n	g	d	nngngd		kontekst		ozek kontekst
2681	zakrknjen	spokoren	g	n	n	g	g	d	gnnggd		kontekst	zaz	
2682	zakrknjen	spokorniški	g	n	n	g	g	d	gnnggd		kontekst	zaz	
2683	žalost	zadovoljstvo	d	n	d	d	d	d	dndddd		kontekst		
2684	žalost	radost	d	d	d	d	d	d	dddddd	je protipomenka			
2685	žalostiti	veseliti	d	d	d	d	d	d	dddddd	je protipomenka			
2686	zamenljiv	nekonvertibilen	g	n	n	g	g	d	gnnggd		prevzeto		
2687	zamenljiv	nespremenljiv	n	n	n	n	g	d	nnnngd		kontekst		
2688	zamenljiv	nezamenljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2689	zamenljiv	nenadomesten	d	n	n	g	d	g	dnngdg		tvorjeno		
2690	zamenljiv	nenadomestljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2691	zamotati	razmotati	d	d	n	d	d	d	ddnddd	je protipomenka			
2692	zamotati	odmotati	d	d	d	d	d	d	dddddd	je protipomenka			
2693	zamrzniti	odmrzniti	d	d	d	d	d	d	dddddd	je protipomenka			
2694	zamuditi	zadeti	n	n	g	n	g	g	nngngg		drugo		
2695	zanesljiv	nezanesljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2696	zanesljiv	negotov	d	g	d	d	g	d	dgddgd		kontekst		
2697	zanesljivo	nezanesljivo	d	d	d	d	d	d	dddddd	je protipomenka			
2698	zanikalen	pritrjevalen	d	d	d	d	d	d	dddddd	je protipomenka			
2699	zanimanje	nezanimanje	d	d	d	d	d	d	dddddd	je protipomenka			
2700	zanimiv	nezanimiv	d	d	d	d	d	d	dddddd	je protipomenka			
2701	zanimivo	nezanimivo	d	d	d	d	d	d	dddddd	je protipomenka			
2702	zapečatiti	odpečatiti	d	d	d	d	d	d	dddddd	je protipomenka			
2703	zapečatiti	razpečatiti	d	d	d	d	d	d	dddddd	je protipomenka			
2704	zapeti	odpeti	d	d	d	d	d	d	dddddd	je protipomenka			
2705	zapiranje	odprtje	d	d	n	g	d	d	ddngdd		tvorjeno	nedov izg	
2706	zapisati	zbrisati	d	d	g	d	d	d	ddgddd		kontekst		
2707	zaplesti	razplesti	d	d	d	d	d	d	dddddd	je protipomenka			
2708	zaposlen	nezaposlen	d	d	d	d	d	d	dddddd	je protipomenka			
2709	zaposleni	nezaposleni	d	d	d	d	d	d	dddddd	je protipomenka			
2710	zaposlenost	brezposelnost	d	d	d	d	d	d	dddddd	je protipomenka			
2711	zaposlenost	nezaposlenost	d	d	d	d	d	d	dddddd	je protipomenka			
2712	zaposlitev	nezaposlenost	d	n	n	g	d	d	dnngdd		dejanje in stanje		
2713	zapreči	razkomatati	g	g	g	g	g	d	gggggd		kontekst	zaz	
2714	zapreči	razpreči	d	d	d	d	d	d	dddddd	je protipomenka			bi rekel da je protipomenka
2715	zapreti	odpreti	d	d	d	d	d	d	dddddd	je protipomenka			
2716	zapreti	izpustiti	d	d	d	d	d	d	dddddd	je protipomenka			
2717	zapreti	osvoboditi	d	d	d	d	d	d	dddddd	je protipomenka			
2718	zaslužek	minus	d	n	n	g	d	g	dnngdg		tranz		
2719	zaslužek	izdatek	d	d	d	d	d	d	dddddd	je protipomenka			
2720	zaslužek	strošek	d	d	d	d	d	d	dddddd	je protipomenka			
2721	zaslužen	nezaslužen	d	d	d	d	d	d	dddddd	je protipomenka			
2722	zaspati	bedeti	d	n	n	g	d	d	dnngdd		nedov		
2723	zaspati	prebuditi	d	d	d	d	g	g	ddddgg		povrat		
2724	zaspati	prebujati	d	n	n	g	g	g	dnnggg		nedov	povrat	
2725	zaspati	zbuditi	d	d	d	d	g	g	ddddgg		povrat		
2726	zastrt	nezastrt	d	d	d	d	d	d	dddddd	je protipomenka			
2727	zasužnjiti	osvoboditi	d	d	d	d	d	d	dddddd	je protipomenka			
2728	zaupanje	sumničavost	d	d	d	g	d	d	dddgdd		tvorjeno		
2729	zaupanje	nezaupljivost	d	n	d	g	d	d	dndgdd		tvorjeno		
2730	zaupanje	nezaupanje	d	d	d	d	d	d	dddddd	je protipomenka			
2731	zaupen	nezaupen	d	d	d	d	d	d	dddddd	je protipomenka			
2732	zaupljiv	nezaupljiv	d	d	d	d	d	d	dddddd	je protipomenka			
2733	zaupljiv	sumničav	d	d	d	d	d	d	dddddd	je protipomenka			
2734	zavedno	nezavedno	d	d	d	d	d	d	dddddd	je protipomenka			
2735	zavest	nezavest	d	g	n	d	d	d	dgnddd		kontekst		
2736	zavetrje	privetrje	d	d	d	d	d	d	dddddd	je protipomenka			
2737	zaveznik	sovražnik	d	d	d	d	d	d	dddddd	je protipomenka			
2738	zavirati	pospešiti	d	d	d	d	d	d	dddddd	je protipomenka			
2739	zavirati	izpustiti	n	n	n	g	g	g	nnnggg		nedov	kontekst	
2740	zavirati	osvoboditi	d	n	n	g	g	g	dnnggg		nedov	kontekst	
2741	zaviti	odviti	d	d	d	d	d	d	dddddd	je protipomenka			
2742	zavozlati	razplesti	d	d	d	d	d	d	dddddd	je protipomenka			
2743	zavozlati	razvezati	n	d	n	d	d	d	ndnddd		kontekst		
2744	zavozlati	razvozlati	d	d	d	d	d	d	dddddd	je protipomenka			
2745	zaželen	nezaželen	d	d	d	d	d	d	dddddd	je protipomenka			
2746	zaželeno	nezaželeno	d	d	d	d	d	d	dddddd	je protipomenka			
2747	zboleti	okrevati	d	d	d	d	d	d	dddddd	je protipomenka			
2748	zboleti	ozdraveti	d	d	d	d	d	d	dddddd	je protipomenka			
2749	zdrav	nezdrav	d	d	d	d	d	d	dddddd	je protipomenka			
2750	zdrav	bolehen	d	d	n	g	d	d	ddngdd		kontekst		
2751	zdrav	umobolen	g	n	n	n	g	d	gnnngd		kontekst		
2752	zdrav	bolan	d	d	d	d	d	d	dddddd	je protipomenka			
2753	zdrav	škodljiv	d	n	d	g	g	d	dndggd		zaz		
2754	zdravilnost	nezdravost	d	n	g	g	g	d	dngggd		tvorjeno		
2755	zdravje	bolehnost	d	g	n	d	d	d	dgnddd		kontekst		
2756	zdravje	nezdravost	d	n	n	g	d	d	dnngdd		ne		
2757	zdravje	obolelost	d	d	d	d	d	d	dddddd	je protipomenka			
2758	zdravo	nezdravo	d	d	d	d	d	d	dddddd	je protipomenka			
2759	združenost	ločitev	d	n	n	g	d	d	dnngdd		tvorjeno		
2760	združevanje	razcepitev	d	g	d	g	d	d	dgdgdd		tvorjeno	nedov izg	
2761	združevanje	razdor	d	g	n	g	d	d	dgngdd		kontekst		
2762	združevanje	razdružitev	d	g	d	g	d	d	dgdgdd		tvorjeno	nedov izg	
2763	združevanje	razkol	d	g	n	g	d	d	dgngdd		tvorjeno		
2764	združiti	razdeliti	d	d	d	d	g	d	ddddgd		kontekst		
2765	združljiva	nezdružljiva	d	d	d	g	d	d	dddgdd		lema		
2766	želeno	neželeno	d	d	d	d	d	d	dddddd	je protipomenka			
2767	žena	možiček	n	n	n	g	g	d	nnnggd		spol	zaz	
2768	žena	soprog	n	n	n	d	g	d	nnndgd		spol		
2769	ženska	moški	d	n	d	d	g	d	dnddgd		spol		
2770	ženska	možakar	n	n	n	g	g	d	nnnggd		spol	zaz	
2771	zgodnji	kasen	d	d	g	g	d	d	ddggdd		nedol		
2772	zgodnji	pozni	d	d	d	d	d	d	dddddd	je protipomenka			
2773	zgoraj	odspodaj	n	n	n	g	d	g	nnngdg		zaz		
2774	zgoraj	spodaj	d	d	d	d	d	d	dddddd	je protipomenka			
2775	zgovoren	malobeseden	d	d	d	d	d	d	dddddd	je protipomenka			
2776	zgovoren	molčeč	d	d	d	d	d	d	dddddd	je protipomenka			
2777	zgovoren	redkobeseden	d	d	d	d	d	d	dddddd	je protipomenka			
2778	zgovoren	tih	d	d	d	d	d	d	dddddd	je protipomenka			
2779	zgovornost	nekomunikativnost	d	d	d	g	d	d	dddgdd		prevzeto	kontekst	
2780	zgovornost	nezgovornost	d	d	d	d	d	d	dddddd	je protipomenka			
2781	zgrda	zlepa	d	d	d	d	d	d	dddddd	je protipomenka			
2782	zgrešiti	zaleteti	n	n	g	n	g	d	nngngd		povrat	kontekst	
2783	zgrešiti	udeležiti	d	n	n	g	g	g	dnnggg		povrat	kontekst	
2784	živ	mrtev	d	d	d	d	d	d	dddddd	je protipomenka			
2785	živahen	miren	d	d	d	d	d	d	dddddd	je protipomenka			
2786	zlobnost	milina	d	g	n	d	g	d	dgndgd		tvorjeno		
2787	zlobnost	dobrohotnost	d	d	d	d	d	d	dddddd	je protipomenka			
2788	zmanjšanje	povišanje	d	d	n	n	d	d	ddnndd		zaz		*
2789	zmanjšanje	povečanje	d	d	d	d	d	d	dddddd	je protipomenka			
2790	zmanjšanje	zvišanje	d	d	d	n	d	d	dddndd		zaz		*
2791	zmanjšanje	rast	d	d	d	g	d	d	dddgdd		zaz		*
2792	zmanjšati	zvečati	d	d	d	d	d	d	dddddd	je protipomenka			
2793	zmanjšati	razširiti	d	d	g	g	g	g	ddgggg		kontekst		
2794	zmanjševanje	povišanje	d	n	n	n	d	d	dnnndd		nedov izg	zaz	
2795	zmanjševanje	porast	d	n	d	g	d	d	dndgdd		nedov izg	zaz	
2796	zmanjševanje	povečanje	n	n	n	g	d	d	nnngdd		nedov izg		
2797	zmanjševanje	zvišanje	n	n	n	n	d	d	nnnndd		nedov izg	zaz	
2798	zmanjševanje	rast	d	n	d	g	d	d	dndgdd		nedov izg		
2799	zmogljivost	nezmožnost	d	d	n	d	d	d	ddnddd		kontekst		
2800	zmogljivost	nesposobnost	d	n	n	d	g	g	dnndgg		kontekst		
2801	zmotljivost	zanesljivost	d	n	n	d	g	d	dnndgd		kontekst		
2802	zmožen	nezmožen	d	d	d	d	d	d	dddddd	je protipomenka			
2803	zmožnost	nezmožnost	d	d	d	d	d	d	dddddd	je protipomenka			
2804	zmožnost	nesposobnost	d	g	d	d	g	d	dgddgd		kontekst		
2805	zmračiti	osvetliti	d	d	d	g	g	d	dddggd		kontekst		
2806	zmračiti	ožariti	d	g	n	g	g	d	dgnggd		kontekst		
2807	znan	neznan	d	d	d	d	d	d	dddddd	je protipomenka			
2808	znan	nepoznan	d	d	d	d	d	d	dddddd	je protipomenka			
2809	znanje	neznanje	d	d	d	d	d	d	dddddd	je protipomenka			
2810	znanka	neznanka	d	d	d	g	d	d	dddgdd		lema		
2811	znano	neznano	d	d	d	d	d	d	dddddd	je protipomenka			
2812	znanstven	neznanstven	d	d	d	d	d	d	dddddd	je protipomenka			
2813	znatno	neznatno	d	d	d	d	d	d	dddddd	je protipomenka			
2814	znižanje	povišanje	d	d	d	d	d	d	dddddd	je protipomenka			
2815	znižanje	porast	d	d	d	d	d	d	dddddd	je protipomenka			
2816	znižanje	povečanje	d	d	n	n	d	d	ddnndd		zaz		*
2817	znižanje	zvišanje	d	d	d	d	d	d	dddddd	je protipomenka			
2818	znižanje	rast	d	d	g	g	d	d	ddggdd		kontekst		*
2819	znižati	razširiti	n	n	n	n	g	g	nnnngg		tranz		*
2820	zniževanje	povišanje	n	n	n	g	d	d	nnngdd		nedov izg		*
2821	zniževanje	porast	d	n	n	g	d	d	dnngdd		nedov izg		*
2822	zniževanje	povečanje	n	n	n	n	d	d	nnnndd		nedov izg		*
2823	zniževanje	zvišanje	n	n	n	g	d	d	nnngdd		nedov izg		*
2824	zniževanje	rast	d	d	d	g	d	d	dddgdd		zaz		*
2825	znosno	neznosno	d	d	d	d	d	d	dddddd	je protipomenka			
2826	znotraj	ven	d	n	n	n	d	g	dnnndg		kvazi		
2827	zožati	razširiti	d	d	d	d	d	d	dddddd	je protipomenka			
2828	zrediti	shujšati	d	d	d	d	g	g	ddddgg		povrat		
2829	zrel	mlad	d	n	n	g	g	d	dnnggd				
2830	zrel	nedozorel	d	d	d	d	d	d	dddddd	je protipomenka			
2831	zrel	nezrel	d	d	d	d	d	d	dddddd	je protipomenka			
2832	zrel	zelen	d	g	n	d	d	d	dgnddd		večpom		
2833	zrel	nov	g	n	n	g	g	g	gnnggg		kontekst		
2834	zrel	mladi	n	n	n	g	g	n	nnnggn		nedol	kontekst	
2835	zrel	mladina	n	n	n	g	g	n	nnnggn		bv		
2836	zrelost	nedozorelost	d	d	d	g	d	d	dddgdd		kontekst		
2837	zrelost	nezrelost	d	d	d	d	d	d	dddddd	je protipomenka			
2838	zunaj	znotraj	d	d	d	d	d	d	dddddd	je protipomenka			
2839	zunanji	notranji	d	d	d	d	d	d	dddddd	je protipomenka			
2840	zveneč	nezveneč	d	d	d	d	d	d	dddddd	je protipomenka			
2841	zvest	nezvest	d	d	d	d	d	d	dddddd	je protipomenka			
2842	zvest	verolomen	g	g	n	d	g	d	ggndgd		zaz		
2843	zvestoba	nezvestoba	d	d	d	d	d	d	dddddd	je protipomenka			
2844	zvestoba	nelojalnost	d	d	g	d	d	d	ddgddd		prevzeto		
2845	zvestoba	odpadništvo	g	d	n	d	g	d	gdndgd		kontekst		
2846	zvestoba	verolomnost	g	g	n	d	g	d	ggndgd		zaz		
2847	zvestoba	verolomstvo	g	g	n	g	g	d	ggnggd		zaz		
2848	zvezati	osvoboditi	d	d	d	g	d	d	dddgdd		kontekst		
2849	zvezati	razvezati	d	d	d	d	d	d	dddddd	je protipomenka			
2850	zvezdnat	brezzvezden	d	d	n	d	d	d	ddnddd		tvorjeno		
2851	zvit	naraven	n	n	n	n	g	n	nnnngn	ni protipomenka			
2852	zvok	tišina	d	d	d	d	d	d	dddddd	je protipomenka			
